date, open, high, low, closing, swap
2018/06/06,109.8,110.28,109.79,110.18,187
2018/06/07,110.175,110.23,109.48,109.71,65
2018/06/08,109.71,109.865,109.185,109.44,71
2018/06/11,109.46,110.125,109.36,110.05,72
2018/06/12,110.065,110.51,110.02,110.385,70
2018/06/13,110.4,110.86,110.26,110.37,210
2018/06/14,110.3,110.7,109.91,110.64,73
2018/06/15,110.695,110.915,110.38,110.59,78
2018/06/18,110.645,110.675,110.3,110.56,75
2018/06/19,110.53,110.58,109.54,110.07,72
2018/06/20,110.075,110.465,109.845,110.345,205
2018/06/21,110.375,110.77,109.83,109.985,72
2018/06/22,109.895,110.23,109.79,109.98,76
2018/06/25,109.92,110.05,109.36,109.775,72
2018/06/26,109.725,110.205,109.355,110.035,74
2018/06/27,110,110.5,109.69,110.29,278
2018/06/28,110.235,110.645,109.95,110.505,89
2018/06/29,110.475,110.955,110.37,110.71,148
2018/07/02,110.69,111.075,110.59,110.86,
2018/07/03,110.845,111.15,110.5,110.6,73
2018/07/04,110.645,110.645,110.275,110.51,211
2018/07/05,110.52,110.745,110.275,110.65,75
2018/07/06,110.66,110.8,110.37,110.415,75
2018/07/09,110.44,110.92,110.345,110.835,77
2018/07/10,110.83,111.365,110.82,111.1,74
2018/07/11,110.995,112.19,110.75,112.015,269
2018/07/12,111.955,112.64,111.9,112.53,72
2018/07/13,112.515,112.81,112.26,112.315,
2018/07/16,112.4,112.58,112.215,112.26,73
2018/07/17,112.295,112.94,112.22,112.85,73
2018/07/18,112.915,113.15,112.695,112.845,216
2018/07/19,112.825,113.18,112.045,112.46,73
2018/07/20,112.44,112.635,111.39,111.495,74
2018/07/23,111.505,111.56,110.74,111.345,71
2018/07/24,111.315,111.53,110.95,111.185,72
2018/07/25,111.2,111.4,110.65,110.96,207
2018/07/26,110.985,111.26,110.59,111.2,72
2018/07/27,111.26,111.27,110.785,110.98,77
2018/07/30,110.985,111.17,110.885,111.06,75
2018/07/31,111.055,111.965,110.725,111.84,74
2018/08/01,111.815,112.16,111.4,111.745,209
2018/08/02,111.73,111.74,111.3,111.64,73
2018/08/03,111.625,111.9,111.1,111.24,73
2018/08/06,111.24,111.535,111.16,111.395,73
2018/08/07,111.385,111.495,110.99,111.39,73
2018/08/08,111.4,111.45,110.825,110.935,208
2018/08/09,110.94,111.195,110.7,111.085,73
2018/08/10,111.09,111.185,110.5,110.835,76
2018/08/13,110.61,110.945,110.095,110.685,74
2018/08/14,110.78,111.325,110.575,111.165,70
2018/08/15,111.235,111.445,110.42,110.735,209
2018/08/16,110.725,111.125,110.455,110.88,73
2018/08/17,110.955,111.065,110.3,110.6,74
2018/08/20,110.545,110.7,110.005,110.07,74
2018/08/21,110.065,110.555,109.76,110.215,71
2018/08/22,110.185,110.615,110.02,110.525,203
2018/08/23,110.535,111.32,110.51,111.26,70
2018/08/24,111.31,111.5,111.095,111.19,69
2018/08/27,111.245,111.36,110.925,111.07,71
2018/08/28,111.07,111.37,110.945,111.195,69
2018/08/29,111.185,111.83,111.12,111.675,279
2018/08/30,111.755,111.775,110.94,111.055,
2018/08/31,111.04,111.135,110.67,111.085,72
2018/09/03,111.11,111.2,110.845,111.1,73
2018/09/04,111.095,111.55,110.89,111.45,72
2018/09/05,111.435,111.77,111.375,111.5,212
2018/09/06,111.52,111.53,110.54,110.705,71
2018/09/07,110.7,111.255,110.38,111.055,75
2018/09/10,111.055,111.265,110.85,111.145,73
2018/09/11,111.08,111.65,111.075,111.55,72
2018/09/12,111.59,111.655,111.1,111.26,277
2018/09/13,111.3,112.01,111.155,111.925,75
2018/09/14,111.935,112.18,111.75,112,
2018/09/17,112.02,112.135,111.75,111.845,75
2018/09/18,111.865,112.405,111.65,112.345,74
2018/09/19,112.35,112.45,112.155,112.32,287
2018/09/20,112.255,112.6,112.03,112.515,75
2018/09/21,112.465,112.885,112.42,112.575,
2018/09/24,112.545,112.85,112.42,112.805,76
2018/09/25,112.79,113,112.73,112.975,87
2018/09/26,112.94,113.15,112.62,112.75,383
2018/09/27,112.705,113.465,112.55,113.375,96
2018/09/28,113.43,113.67,113.28,113.605,95
2018/10/01,113.76,114.075,113.72,114,81
2018/10/02,114.015,114.03,113.53,113.705,80
2018/10/03,113.655,114.55,113.52,114.52,311
2018/10/04,114.505,114.565,113.625,113.96,81
2018/10/05,113.93,114.11,113.55,113.7,
2018/10/08,113.775,113.96,112.81,113.215,87
2018/10/09,113.195,113.4,112.86,112.97,87
2018/10/10,113,113.3,112.28,112.29,248
2018/10/11,112.265,112.55,111.835,112.105,84
2018/10/12,112.11,112.51,111.88,112.19,87
2018/10/15,112.165,112.245,111.615,111.73,84
2018/10/16,111.78,112.35,111.725,112.255,79
2018/10/17,112.31,112.69,112,112.655,236
2018/10/18,112.68,112.74,111.94,112.2,82
2018/10/19,112.215,112.66,112.14,112.55,86
2018/10/22,112.535,112.9,112.345,112.815,82
2018/10/23,112.8,112.845,111.95,112.39,82
2018/10/24,112.425,112.75,112.1,112.235,236
2018/10/25,112.175,112.68,111.815,112.45,82
2018/10/26,112.4,112.45,111.365,111.765,81
2018/10/29,111.835,112.57,111.765,112.36,85
2018/10/30,112.35,113.05,112.3,113.03,82
2018/10/31,113.115,113.4,112.79,112.98,231
2018/11/01,112.97,113.005,112.6,112.715,80
2018/11/02,112.68,113.33,112.55,113.21,78
2018/11/05,113.205,113.355,113.065,113.21,79
2018/11/06,113.23,113.515,113.095,113.46,80
2018/11/07,113.43,113.83,112.935,113.59,315
2018/11/08,113.53,114.1,113.5,113.985,
2018/11/09,114.055,114.075,113.64,113.8,83
2018/11/12,113.855,114.21,113.655,113.86,82
2018/11/13,113.825,114.16,113.57,113.83,83
2018/11/14,113.845,114.025,113.3,113.66,243
2018/11/15,113.62,113.7,113.085,113.635,83
2018/11/16,113.535,113.62,112.635,112.79,82
2018/11/19,112.855,112.89,112.405,112.54,387
2018/11/20,112.52,112.85,112.295,112.73,
2018/11/21,112.745,113.16,112.63,113.065,81
2018/11/22,113.115,113.15,112.875,112.94,
2018/11/23,112.99,113.01,112.65,112.9,82
2018/11/26,112.95,113.66,112.865,113.61,79
2018/11/27,113.555,113.855,113.4,113.805,77
2018/11/28,113.765,114.05,113.44,113.655,237
2018/11/29,113.645,113.645,113.175,113.48,80
2018/11/30,113.445,113.735,113.34,113.54,80
2018/12/03,113.69,113.83,113.36,113.62,78
2018/12/04,113.64,113.64,112.57,112.77,77
2018/12/05,112.76,113.25,112.635,113.19,223
2018/12/06,113.175,113.18,112.23,112.675,77
2018/12/07,112.735,112.945,112.55,112.645,77
2018/12/10,112.685,113.38,112.235,113.33,80
2018/12/11,113.28,113.475,112.995,113.38,77
2018/12/12,113.4,113.53,113.15,113.27,229
2018/12/13,113.26,113.72,113.19,113.59,77
2018/12/14,113.62,113.69,113.195,113.38,79
2018/12/17,113.41,113.53,112.67,112.855,77
2018/12/18,112.84,112.865,112.24,112.47,83
2018/12/19,112.465,112.67,112.08,112.455,425
2018/12/20,112.44,112.615,110.8,111.27,
2018/12/21,111.3,111.47,110.93,111.315,
2018/12/24,111.06,111.205,110.255,110.425,105
2018/12/25,110.47,110.48,109.99,110.09,99
2018/12/26,110.245,111.42,110.13,111.375,1183
2018/12/27,111.325,111.335,110.445,111,340
2018/12/28,110.965,110.965,110.14,110.23,
2018/12/31,110.385,110.49,109.55,109.625,
2019/01/02,109.7,109.74,108.7,108.895,
2019/01/03,106.795,108.32,106.175,107.66,89
2019/01/04,107.68,108.6,107.5,108.475,88
2019/01/07,108.57,108.76,108.03,108.715,85
2019/01/08,108.68,109.1,108.43,108.76,84
2019/01/09,108.815,109,107.955,108.11,327
2019/01/10,108.145,108.52,107.755,108.46,86
2019/01/11,108.395,108.615,108.13,108.535,
2019/01/14,108.535,108.57,107.98,108.155,92
2019/01/15,108.185,108.78,108.135,108.71,91
2019/01/16,108.67,109.21,108.365,109.11,349
2019/01/17,109.125,109.41,108.69,109.255,
2019/01/18,109.225,109.905,109.045,109.725,89
2019/01/21,109.765,109.78,109.47,109.68,86
2019/01/22,109.64,109.71,109.14,109.375,88
2019/01/23,109.325,110,109.31,109.615,259
2019/01/24,109.545,109.81,109.41,109.595,88
2019/01/25,109.595,109.965,109.485,109.505,88
2019/01/28,109.575,109.59,109.16,109.35,87
2019/01/29,109.295,109.555,109.115,109.345,90
2019/01/30,109.35,109.75,108.8,109.04,258
2019/01/31,109.065,109.09,108.49,108.86,84
2019/02/01,108.85,109.595,108.72,109.515,86
2019/02/04,109.54,110.175,109.42,109.915,84
2019/02/05,109.92,110.055,109.77,109.98,82
2019/02/06,109.985,110.055,109.55,109.97,327
2019/02/07,109.965,110.1,109.6,109.79,87
2019/02/08,109.785,109.9,109.645,109.77,
2019/02/11,109.84,110.48,109.76,110.385,87
2019/02/12,110.395,110.665,110.33,110.46,83
2019/02/13,110.485,111.07,110.42,111.02,324
2019/02/14,111.02,111.135,110.45,110.54,
2019/02/15,110.525,110.645,110.25,110.425,83
2019/02/18,110.49,110.67,110.445,110.64,82
2019/02/19,110.62,110.83,110.44,110.59,83
2019/02/20,110.575,110.965,110.565,110.85,245
2019/02/21,110.825,110.865,110.57,110.705,81
2019/02/22,110.675,110.915,110.545,110.695,85
2019/02/25,110.71,111.25,110.575,111.07,84
2019/02/26,111.055,111.09,110.415,110.605,84
2019/02/27,110.585,111.08,110.345,110.98,252
2019/02/28,110.975,111.51,110.65,111.4,86
2019/03/01,111.365,112.09,111.32,111.995,83
2019/03/04,111.88,112.025,111.63,111.75,82
2019/03/05,111.765,112.15,111.715,111.905,84
2019/03/06,111.88,111.93,111.6,111.76,245
2019/03/07,111.74,111.875,111.48,111.56,84
2019/03/08,111.61,111.665,110.7,111.115,85
2019/03/11,111.16,111.315,110.87,111.21,84
2019/03/12,111.22,111.48,111.1,111.32,84
2019/03/13,111.33,111.47,111,111.185,249
2019/03/14,111.245,111.85,111.14,111.7,87
2019/03/15,111.675,111.905,111.38,111.51,87
2019/03/18,111.51,111.64,111.3,111.44,178
2019/03/19,111.42,111.485,111.145,111.435,262
2019/03/20,111.415,111.705,110.54,110.73,
2019/03/21,110.71,110.97,110.285,110.815,90
2019/03/22,110.82,110.91,109.73,109.98,88
