date, open, high, low, closing, swap
2013/09/06,100.18,100.235,98.54,99.06,2
2013/09/09,99.83,100.105,99.34,99.56,2
2013/09/10,99.625,100.47,99.475,100.405,3
2013/09/11,100.395,100.615,99.79,99.915,11
2013/09/12,99.98,99.995,99.02,99.535,2
2013/09/13,99.485,99.98,99.19,99.235,
2013/09/16,98.77,99.185,98.64,99.1,2
2013/09/17,99.095,99.39,99,99.12,4
2013/09/18,99.155,99.34,97.68,97.915,18
2013/09/19,98.14,99.655,97.985,99.445,3
2013/09/20,99.43,99.67,99.17,99.34,
2013/09/23,99.31,99.365,98.65,98.805,4
2013/09/24,98.795,99.18,98.475,98.755,4
2013/09/25,98.735,98.82,98.39,98.45,12
2013/09/26,98.48,99.135,98.265,99.015,5
2013/09/27,98.945,99.05,98.095,98.24,3
2013/09/30,97.85,98.465,97.495,98.205,5
2013/10/01,98.275,98.735,97.645,97.99,3
2013/10/02,98.035,98.1,97.13,97.345,10
2013/10/03,97.395,97.875,96.92,97.27,2
2013/10/04,97.235,97.485,96.95,97.47,2
2013/10/07,97.29,97.345,96.665,96.68,3
2013/10/08,96.67,97.26,96.585,96.875,2
2013/10/09,96.9,97.66,96.81,97.33,14
2013/10/10,97.39,98.28,97.345,98.175,3
2013/10/11,98.305,98.58,97.91,98.535,
2013/10/14,98.345,98.585,98.08,98.58,1
2013/10/15,98.665,98.72,97.975,98.185,3
2013/10/16,98.235,98.985,98.12,98.74,13
2013/10/17,98.81,99.02,97.725,97.915,3
2013/10/18,97.895,98.17,97.545,97.835,4
2013/10/21,97.875,98.25,97.83,98.18,4
2013/10/22,98.155,98.495,97.82,98.13,3
2013/10/23,98.125,98.205,97.15,97.385,13
2013/10/24,97.305,97.625,97.165,97.285,3
2013/10/25,97.31,97.505,96.935,97.395,2
2013/10/28,97.64,97.8,97.44,97.64,2
2013/10/29,97.685,98.28,97.45,98.16,2
2013/10/30,98.2,98.695,98.035,98.535,14
2013/10/31,98.47,98.585,98.08,98.36,2
2013/11/01,98.365,98.86,97.8,98.75,
2013/11/04,98.755,98.855,98.54,98.605,1
2013/11/05,98.655,98.67,98.175,98.485,1
2013/11/06,98.545,98.76,98.395,98.68,9
2013/11/07,98.67,99.415,97.6,98.1,
2013/11/08,98.19,99.225,97.96,99.145,1
2013/11/11,99.185,99.31,98.92,99.165,1
2013/11/12,99.165,99.81,99.09,99.65,2
2013/11/13,99.61,99.685,99.085,99.165,10
2013/11/14,99.25,100.16,99.125,100,1
2013/11/15,100.06,100.445,99.935,100.21,2
2013/11/18,100.23,100.4,99.78,99.985,2
2013/11/19,99.95,100.265,99.575,100.09,1
2013/11/20,100.19,100.26,99.78,100,7
2013/11/21,100.055,101.18,100.025,101.13,1
2013/11/22,101.17,101.365,100.945,101.34,1
2013/11/25,101.315,101.925,101.13,101.665,5
2013/11/26,101.53,101.66,101.15,101.285,
2013/11/27,101.3,102.21,101.19,102.17,8
2013/11/28,102.285,102.385,101.93,102.355,1
2013/11/29,102.305,102.625,102.11,102.44,2
2013/12/02,102.48,103.14,102.22,102.92,3
2013/12/03,102.95,103.39,101.97,102.53,3
2013/12/04,102.415,102.855,101.81,102.325,15
2013/12/05,102.34,102.45,101.61,101.805,3
2013/12/06,101.79,102.975,101.635,102.885,4
2013/12/09,102.965,103.335,102.89,103.29,3
2013/12/10,103.295,103.405,102.565,102.82,3
2013/12/11,102.885,102.96,102.15,102.44,9
2013/12/12,102.515,103.445,102.405,103.365,1
2013/12/13,103.61,103.935,102.98,103.235,2
2013/12/16,103.25,103.3,102.64,103.04,2
2013/12/17,103.085,103.11,102.49,102.66,1
2013/12/18,102.61,104.37,102.55,104.305,10
2013/12/19,104.31,104.38,103.765,104.23,5
2013/12/20,104.235,104.645,103.845,104.065,
2013/12/23,104.02,104.125,103.76,104.115,
2013/12/24,104.22,104.41,104.13,104.3,-18
2013/12/25,104.335,104.455,104.265,104.385,-16
2013/12/26,104.46,104.855,104.42,104.805,-80
2013/12/27,104.835,105.195,104.64,105.165,-4
2013/12/30,105.2,105.425,104.975,105.145,
2013/12/31,105.095,105.35,104.85,105.275,
2014/01/02,105.395,105.455,104.545,104.82,
2014/01/03,104.825,104.875,104.065,104.765,1
2014/01/06,104.86,104.95,103.9,104.245,2
2014/01/07,104.21,104.745,104.18,104.565,2
2014/01/08,104.71,105.135,104.615,104.865,16
2014/01/09,104.9,105.07,104.565,104.805,4
2014/01/10,104.84,105.39,103.815,104.08,
2014/01/13,104.1,104.15,102.845,103.04,4
2014/01/14,103.055,104.3,103.005,104.195,5
2014/01/15,104.275,104.705,104.085,104.57,23
2014/01/16,104.62,104.935,104.14,104.335,
2014/01/17,104.375,104.475,104.185,104.275,4
2014/01/20,104.235,104.33,103.85,104.16,4
2014/01/21,104.185,104.76,104.015,104.285,3
2014/01/22,104.31,104.595,103.975,104.525,12
2014/01/23,104.565,104.85,102.97,103.33,3
2014/01/24,103.38,103.59,101.99,102.255,3
2014/01/27,101.825,102.945,101.765,102.58,3
2014/01/28,102.635,103.265,102.52,102.935,2
2014/01/29,103.35,103.43,101.83,102.25,11
2014/01/30,102.175,102.905,102.075,102.74,1
2014/01/31,102.8,102.945,101.945,102.16,2
2014/02/03,102.12,102.41,100.77,100.97,3
2014/02/04,101.1,101.69,100.745,101.615,3
2014/02/05,101.62,101.78,100.795,101.46,9
2014/02/06,101.495,102.18,101.23,102.12,7
2014/02/07,102.015,102.595,101.41,102.245,3
2014/02/10,102.47,102.65,101.98,102.23,
2014/02/11,102.23,102.715,102.07,102.61,4
2014/02/12,102.665,102.665,102.21,102.51,16
2014/02/13,102.495,102.56,101.69,102.15,
2014/02/14,102.26,102.4,101.555,101.82,5
2014/02/17,101.7,102,101.37,101.91,3
2014/02/18,101.96,102.755,101.745,102.365,3
2014/02/19,102.41,102.48,101.83,102.31,11
2014/02/20,102.295,102.43,101.665,102.27,2
2014/02/21,102.36,102.845,102.285,102.575,3
2014/02/24,102.58,102.69,102.16,102.495,3
2014/02/25,102.5,102.635,101.995,102.21,3
2014/02/26,102.215,102.625,102.1,102.37,9
2014/02/27,102.355,102.455,101.715,102.1,3
2014/02/28,102.19,102.305,101.54,101.78,3
2014/03/03,101.56,101.63,101.19,101.465,2
2014/03/04,101.46,102.3,101.39,102.235,2
2014/03/05,102.255,102.56,102.105,102.3,10
2014/03/06,102.345,103.18,102.315,103.05,3
2014/03/07,103.095,103.77,102.83,103.3,3
2014/03/10,103.2,103.42,102.935,103.28,3
2014/03/11,103.26,103.435,102.83,103.02,3
2014/03/12,102.99,103.115,102.545,102.75,11
2014/03/13,102.78,102.87,101.53,101.78,3
2014/03/14,101.84,101.89,101.2,101.32,3
2014/03/17,101.385,101.875,101.28,101.72,3
2014/03/18,101.82,101.95,101.265,101.455,20
2014/03/19,101.435,102.7,101.29,102.34,3
2014/03/20,102.4,102.56,102.2,102.39,
2014/03/21,102.41,102.435,102,102.14,4
2014/03/24,102.26,102.665,102.145,102.25,6
