date, open, high, low, closing, swap
2014/09/08,105.18,106.1,104.98,106.02,3
2014/09/09,106.02,106.49,105.93,106.18,5
2014/09/10,106.225,106.9,106.025,106.87,42
2014/09/11,106.855,107.21,106.625,107.12,3
2014/09/12,106.99,107.41,106.955,107.32,
2014/09/15,107.325,107.38,106.995,107.17,2
2014/09/16,107.175,107.35,106.8,107.17,3
2014/09/17,107.16,108.4,107.09,108.34,16
2014/09/18,108.485,108.97,108.36,108.69,9
2014/09/19,108.75,109.48,108.58,108.965,5
2014/09/22,108.985,109.205,108.65,108.775,
2014/09/23,108.83,109.005,108.25,108.86,5
2014/09/24,108.835,109.165,108.455,109.025,15
2014/09/25,109.13,109.39,108.51,108.715,4
2014/09/26,108.725,109.57,108.46,109.3,92
2014/09/29,109.375,109.76,109.12,109.46,1
2014/09/30,109.425,109.865,109.19,109.655,1
2014/10/01,109.605,110.11,108.875,108.88,17
2014/10/02,108.985,109.135,107.995,108.42,5
2014/10/03,108.425,109.92,108.355,109.805,4
2014/10/06,109.865,109.87,108.645,108.785,5
2014/10/07,108.735,109.25,107.815,108.02,5
2014/10/08,108.165,108.76,107.745,108.12,18
2014/10/09,108.165,108.33,107.52,107.825,4
2014/10/10,107.825,108.165,107.615,107.755,
2014/10/13,107.41,107.585,106.765,106.89,3
2014/10/14,106.985,107.32,106.665,107.06,2
2014/10/15,107.15,107.51,105.175,105.96,12
2014/10/16,106.1,106.47,105.495,106.355,2
2014/10/17,106.3,106.95,106.12,106.93,3
2014/10/20,107.085,107.405,106.77,106.94,3
2014/10/21,106.98,107.025,106.245,107.005,4
2014/10/22,107.1,107.39,106.775,107.145,17
2014/10/23,107.235,108.365,107.1,108.25,2
2014/10/24,108.27,108.33,107.77,108.105,3
2014/10/27,108.275,108.275,107.595,107.82,2
2014/10/28,107.875,108.2,107.685,108.16,2
2014/10/29,108.165,108.97,107.925,108.91,29
2014/10/30,108.87,109.475,108.735,109.235,3
2014/10/31,109.27,112.49,109.16,112.335,
2014/11/03,112.99,114.22,112.56,114.055,3
2014/11/04,113.81,113.845,113.15,113.63,2
2014/11/05,113.455,114.87,113.4,114.67,13
2014/11/06,114.75,115.525,114.05,115.16,7
2014/11/07,115.26,115.64,114.24,114.62,
2014/11/10,114.52,114.925,113.845,114.825,3
2014/11/11,114.845,116.125,114.63,115.85,2
2014/11/12,115.925,115.93,114.87,115.475,11
2014/11/13,115.605,115.9,115.295,115.72,2
2014/11/14,115.785,116.84,115.71,116.265,2
2014/11/17,116.385,117.07,115.44,116.61,2
2014/11/18,116.7,117.06,116.325,116.885,2
2014/11/19,116.965,118.1,116.8,117.955,11
2014/11/20,118.2,118.995,117.73,118.25,2
2014/11/21,118.27,118.385,117.345,117.74,
2014/11/24,117.895,118.5,117.57,118.275,8
2014/11/25,118.35,118.595,117.68,117.955,
2014/11/26,117.885,117.94,117.425,117.71,15
2014/11/27,117.66,117.9,117.225,117.755,1
2014/11/28,117.945,118.78,117.82,118.64,2
2014/12/01,118.77,119.17,117.84,118.42,3
2014/12/02,118.315,119.3,118.22,119.215,4
2014/12/03,119.25,119.88,119.115,119.765,15
2014/12/04,119.86,120.27,119.32,119.785,4
2014/12/05,119.845,121.7,119.69,121.43,4
2014/12/08,121.67,121.865,120.19,120.75,4
2014/12/09,120.55,121.01,117.93,119.65,4
2014/12/10,119.585,119.93,117.66,117.83,16
2014/12/11,117.95,119.57,117.425,118.65,3
2014/12/12,118.92,119.205,118.04,118.635,3
2014/12/15,118.395,119.075,117.55,117.905,3
2014/12/16,117.85,117.98,115.55,116.425,3
2014/12/17,116.425,118.91,116.395,118.62,9
2014/12/18,118.865,119.325,118.25,118.85,7
2014/12/19,118.985,119.64,118.8,119.555,12
2014/12/22,119.5,120.1,119.295,120.055,
2014/12/23,120.1,120.84,120.035,120.665,
2014/12/24,120.755,120.775,120.265,120.46,8
2014/12/25,120.405,120.48,120.04,120.16,-4
2014/12/26,120.32,120.485,120.15,120.42,5
2014/12/29,120.385,120.75,120.165,120.625,-15
2014/12/30,120.6,120.7,118.845,119.51,
2014/12/31,119.43,119.96,119.235,119.77,
2015/01/02,119.825,120.755,119.775,120.495,6
2015/01/05,120.58,120.665,119.375,119.605,7
2015/01/06,119.31,119.525,118.045,118.45,7
2015/01/07,118.635,119.66,118.495,119.17,44
2015/01/08,119.345,119.98,119.145,119.675,11
2015/01/09,119.835,119.9,118.42,118.57,
2015/01/12,118.38,119.33,118.085,118.37,6
2015/01/13,118.37,118.85,117.525,117.95,7
2015/01/14,117.91,117.96,116.06,117.335,52
2015/01/15,117.215,117.955,116.135,116.24,
2015/01/16,116.205,117.785,115.84,117.585,9
2015/01/19,117.5,117.805,116.91,117.525,9
2015/01/20,117.67,118.885,117.63,118.74,8
2015/01/21,118.755,118.775,117.17,117.93,23
2015/01/22,117.95,118.685,117.245,118.545,2
2015/01/23,118.65,118.835,117.525,117.8,4
2015/01/26,117.695,118.51,117.25,118.48,5
2015/01/27,118.45,118.67,117.33,117.86,6
2015/01/28,117.78,118.285,117.235,117.53,49
2015/01/29,117.53,118.51,117.375,118.275,5
2015/01/30,118.365,118.47,117.29,117.455,4
2015/02/02,117.09,117.87,116.97,117.595,5
2015/02/03,117.69,117.76,116.855,117.57,4
2015/02/04,117.57,118.01,117.045,117.265,19
2015/02/05,117.295,117.6,117.025,117.495,5
2015/02/06,117.52,119.235,117.16,118.815,12
2015/02/09,119.06,119.115,118.32,118.615,7
2015/02/10,118.56,119.63,118.385,119.46,
2015/02/11,119.45,120.495,119.27,120.425,28
2015/02/12,120.35,120.39,118.495,119,
2015/02/13,119.155,119.21,118.4,118.775,3
2015/02/16,118.615,118.8,118.27,118.485,3
2015/02/17,118.47,119.41,118.23,119.23,4
2015/02/18,119.23,119.43,118.535,118.77,15
2015/02/19,118.73,119.2,118.44,118.925,5
2015/02/20,119.075,119.2,118.285,119.065,10
2015/02/23,119.055,119.36,118.725,118.805,13
2015/02/24,118.85,119.855,118.75,119.005,6
2015/02/25,119.005,119.08,118.615,118.875,27
2015/02/26,118.86,119.52,118.665,119.375,7
2015/02/27,119.415,119.805,119.1,119.63,8
2015/03/02,119.74,120.205,119.62,120.14,6
2015/03/03,120.185,120.275,119.365,119.755,6
2015/03/04,119.68,119.825,119.455,119.7,23
2015/03/05,119.745,120.415,119.615,120.145,5
2015/03/06,120.095,121.3,119.865,120.72,4
2015/03/09,120.835,121.41,120.6,121.175,4
2015/03/10,121.235,122.045,120.925,121.15,5
2015/03/11,121.165,121.625,120.85,121.45,17
2015/03/12,121.485,121.685,120.645,121.27,4
2015/03/13,121.31,121.585,121.12,121.405,7
2015/03/16,121.425,121.47,121.085,121.395,8
2015/03/17,121.36,121.52,121.09,121.4,9
2015/03/18,121.315,121.415,119.27,120.075,14
2015/03/19,120.235,121.05,119.67,120.76,5
2015/03/20,120.805,121.21,119.885,120.045,9
2015/03/23,119.935,120.18,119.57,119.72,8
2015/03/24,119.71,120,119.215,119.73,9
