date, open, high, low, closing, swap
2019/03/25,110.035,110.25,109.69,109.98,85
2019/03/26,109.965,110.7,109.965,110.63,91
2019/03/27,110.635,110.73,110.24,110.515,376
2019/03/28,110.445,110.845,110.015,110.685,93
2019/03/29,110.625,110.965,110.53,110.805,91
2019/04/01,110.965,111.455,110.795,111.335,88
2019/04/02,111.44,111.47,111.235,111.34,88
2019/04/03,111.365,111.58,111.2,111.475,254
2019/04/04,111.45,111.655,111.32,111.655,86
2019/04/05,111.61,111.83,111.5,111.655,89
2019/04/08,111.71,111.74,111.27,111.485,91
2019/04/09,111.51,111.585,110.965,111.175,90
2019/04/10,111.18,111.295,110.83,110.99,252
2019/04/11,110.95,111.7,110.91,111.645,87
2019/04/12,111.665,112.11,111.57,111.995,87
2019/04/15,112.015,112.105,111.88,112.06,86
2019/04/16,111.985,112.05,111.835,112.03,86
2019/04/17,111.99,112.18,111.92,112.065,254
2019/04/18,112.05,112.075,111.755,112.005,105
2019/04/19,111.965,112.015,111.89,111.915,118
2019/04/22,111.955,112,111.885,111.955,97
2019/04/23,111.925,112.045,111.64,111.885,92
2019/04/24,111.855,112.41,111.675,112.215,1014
2019/04/25,112.105,112.255,111.35,111.64,96
2019/04/26,111.6,112.03,111.415,111.595,
2019/04/29,111.61,111.905,111.56,111.66,
2019/04/30,111.66,111.705,111.225,111.46,
2019/05/01,111.44,111.62,111.035,111.38,
2019/05/02,111.41,111.675,111.34,111.5,
2019/05/03,111.505,111.735,111.08,111.105,
2019/05/06,110.745,110.97,110.28,110.86,95
2019/05/07,110.7,110.86,110.16,110.265,87
2019/05/08,110.29,110.295,109.89,110.115,248
2019/05/09,110.12,110.12,109.46,109.805,83
2019/05/10,109.76,110.065,109.475,109.94,85
2019/05/13,109.81,109.82,109.015,109.295,85
2019/05/14,109.24,109.78,109.135,109.62,85
2019/05/15,109.67,109.705,109.14,109.57,244
2019/05/16,109.575,109.98,109.345,109.865,85
2019/05/17,109.88,110.2,109.485,110.015,87
2019/05/20,110.07,110.335,109.8,110.065,85
2019/05/21,110.1,110.685,110.01,110.49,84
2019/05/22,110.56,110.635,110.235,110.33,336
2019/05/23,110.315,110.37,109.45,109.59,
2019/05/24,109.63,109.76,109.265,109.31,88
2019/05/27,109.315,109.595,109.28,109.55,86
2019/05/28,109.48,109.64,109.195,109.37,85
2019/05/29,109.385,109.71,109.14,109.58,253
2019/05/30,109.565,109.935,109.47,109.635,86
2019/05/31,109.63,109.635,108.35,108.37,87
2019/06/03,108.24,108.45,107.87,108.05,86
2019/06/04,108.07,108.37,107.83,108.15,84
2019/06/05,108.17,108.5,107.8,108.44,233
2019/06/06,108.375,108.575,108.02,108.41,81
2019/06/07,108.38,108.62,107.875,108.205,86
2019/06/10,108.495,108.73,108.3,108.485,84
2019/06/11,108.45,108.815,108.345,108.515,83
2019/06/12,108.57,108.575,108.205,108.48,240
2019/06/13,108.47,108.55,108.15,108.385,84
2019/06/14,108.39,108.6,108.15,108.55,87
2019/06/17,108.55,108.73,108.5,108.545,82
2019/06/18,108.535,108.675,108.045,108.445,81
2019/06/19,108.48,108.62,107.89,108.12,243
2019/06/20,108.09,108.15,107.2,107.3,87
2019/06/21,107.32,107.75,107.035,107.36,83
2019/06/24,107.325,107.55,107.24,107.285,80
2019/06/25,107.32,107.42,106.765,107.175,85
2019/06/26,107.135,107.865,107.1,107.8,418
2019/06/27,107.725,108.165,107.645,107.77,113
2019/06/28,107.8,107.9,107.555,107.83,109
2019/07/01,108.325,108.545,108.09,108.45,180
2019/07/02,108.415,108.485,107.685,107.935,
2019/07/03,107.89,107.92,107.525,107.815,258
2019/07/04,107.835,107.85,107.7,107.845,96
2019/07/05,107.83,108.65,107.775,108.505,102
2019/07/08,108.535,108.82,108.275,108.725,99
2019/07/09,108.7,108.98,108.67,108.85,91
2019/07/10,108.84,109,108.335,108.48,352
2019/07/11,108.425,108.545,107.85,108.47,91
2019/07/12,108.475,108.615,107.79,107.86,
2019/07/15,107.895,108.12,107.785,107.905,98
2019/07/16,107.91,108.38,107.815,108.24,85
2019/07/17,108.24,108.34,107.95,107.98,250
2019/07/18,107.92,108.02,107.2,107.315,87
2019/07/19,107.305,107.96,107.2,107.77,86
2019/07/22,107.745,108.08,107.705,107.89,83
2019/07/23,107.875,108.3,107.815,108.19,82
2019/07/24,108.21,108.275,107.94,108.215,239
2019/07/25,108.15,108.755,108.035,108.615,86
2019/07/26,108.65,108.845,108.545,108.71,84
2019/07/29,108.685,108.91,108.415,108.77,105
2019/07/30,108.845,108.965,108.45,108.605,84
2019/07/31,108.625,109.01,108.475,108.785,235
2019/08/01,108.735,109.33,107.245,107.39,80
2019/08/02,107.36,107.585,106.495,106.58,81
2019/08/05,106.585,106.7,105.775,106.01,76
2019/08/06,105.835,107.19,105.51,106.46,74
2019/08/07,106.46,106.475,105.49,106.26,277
2019/08/08,106.22,106.32,105.885,106.08,77
2019/08/09,105.855,106.08,105.255,105.585,
2019/08/12,105.695,105.7,105.035,105.26,81
2019/08/13,105.195,106.99,105.07,106.725,74
2019/08/14,106.745,106.755,105.645,105.92,215
2019/08/15,105.785,106.825,105.69,106.075,77
2019/08/16,106.13,106.505,106.015,106.34,75
2019/08/19,106.405,106.715,106.23,106.6,72
2019/08/20,106.59,106.7,106.15,106.21,68
2019/08/21,106.305,106.655,106.225,106.61,202
2019/08/22,106.615,106.67,106.25,106.445,72
2019/08/23,106.445,106.75,105.24,105.355,70
2019/08/26,104.875,106.445,104.44,106.065,74
2019/08/27,106.145,106.15,105.58,105.77,71
2019/08/28,105.74,106.245,105.64,106.035,301
2019/08/29,106.025,106.695,105.82,106.55,
2019/08/30,106.49,106.56,106.1,106.25,74
2019/09/02,106.075,106.415,106.04,106.22,73
2019/09/03,106.22,106.395,105.725,105.935,72
2019/09/04,105.945,106.45,105.82,106.415,207
2019/09/05,106.345,107.245,106.315,106.93,73
2019/09/06,106.965,107.115,106.615,106.95,73
2019/09/09,106.935,107.29,106.77,107.255,73
2019/09/10,107.235,107.6,107.17,107.515,72
2019/09/11,107.535,107.875,107.485,107.83,267
2019/09/12,107.83,108.2,107.51,108.105,78
2019/09/13,108.11,108.275,107.9,108.1,
2019/09/16,107.91,108.18,107.495,108.13,92
2019/09/17,108.085,108.39,108.025,108.12,95
2019/09/18,108.11,108.49,108.07,108.47,328
2019/09/19,108.43,108.485,107.785,108.065,130
2019/09/20,108.02,108.1,107.535,107.565,
2019/09/23,107.71,107.775,107.295,107.545,81
2019/09/24,107.51,107.815,106.95,107.095,79
2019/09/25,107.135,107.9,106.995,107.785,216
2019/09/26,107.73,107.96,107.41,107.83,246
2019/09/27,107.815,108.19,107.65,107.96,80
2019/09/30,107.99,108.195,107.73,108.1,78
2019/10/01,108.065,108.48,107.615,107.75,76
2019/10/02,107.775,107.9,107.055,107.195,197
2019/10/03,107.195,107.31,106.475,106.885,72
2019/10/04,106.895,107.13,106.54,106.85,73
2019/10/07,106.81,107.45,106.68,107.24,69
2019/10/08,107.255,107.455,106.8,107.055,70
2019/10/09,107.09,107.61,106.925,107.535,264
2019/10/10,107.485,108.005,107.03,107.92,73
2019/10/11,107.85,108.65,107.845,108.38,
2019/10/14,108.44,108.54,108.03,108.42,77
2019/10/15,108.365,108.9,108.145,108.865,69
2019/10/16,108.855,108.88,108.55,108.775,199
2019/10/17,108.745,108.955,108.45,108.64,142
2019/10/18,108.61,108.73,108.37,108.42,75
2019/10/21,108.43,108.675,108.275,108.61,
2019/10/22,108.6,108.74,108.44,108.49,73
2019/10/23,108.5,108.715,108.235,108.68,195
2019/10/24,108.65,108.76,108.5,108.63,69
2019/10/25,108.605,108.785,108.5,108.65,71
2019/10/28,108.74,109.05,108.66,108.99,72
2019/10/29,108.985,109.08,108.77,108.88,91
2019/10/30,108.87,109.3,108.715,108.87,263
2019/10/31,108.88,108.895,107.93,108.025,69
2019/11/01,108.05,108.33,107.88,108.19,
2019/11/04,108.265,108.66,108.185,108.58,67
2019/11/05,108.605,109.25,108.57,109.18,61
2019/11/06,109.18,109.195,108.82,109.01,228
2019/11/07,108.98,109.5,108.645,109.255,
2019/11/08,109.33,109.49,109.07,109.235,63
2019/11/11,109.235,109.27,108.9,109.06,60
2019/11/12,109.07,109.3,108.93,109.035,60
2019/11/13,108.99,109.155,108.65,108.82,165
2019/11/14,108.81,108.87,108.24,108.405,61
2019/11/15,108.415,108.865,108.375,108.8,61
2019/11/18,108.8,109.08,108.5,108.685,57
2019/11/19,108.675,108.85,108.45,108.525,57
2019/11/20,108.555,108.75,108.34,108.605,160
2019/11/21,108.47,108.685,108.265,108.625,57
2019/11/22,108.63,108.74,108.47,108.645,56
2019/11/25,108.7,108.985,108.65,108.935,106
2019/11/26,108.945,109.205,108.87,109.085,
2019/11/27,109.07,109.62,109.035,109.57,168
2019/11/28,109.545,109.555,109.325,109.54,56
2019/11/29,109.5,109.68,109.395,109.465,57
2019/12/02,109.57,109.74,108.92,108.985,54
2019/12/03,109.04,109.215,108.47,108.61,56
2019/12/04,108.665,108.965,108.425,108.86,156
2019/12/05,108.87,109,108.65,108.735,54
2019/12/06,108.755,108.93,108.35,108.57,56
2019/12/09,108.655,108.685,108.42,108.565,58
2019/12/10,108.6,108.785,108.52,108.755,57
2019/12/11,108.81,108.87,108.48,108.57,159
2019/12/12,108.56,109.455,108.45,109.315,57
2019/12/13,109.555,109.71,109.2,109.35,55
2019/12/16,109.345,109.685,109.29,109.55,55
2019/12/17,109.575,109.65,109.43,109.51,57
2019/12/18,109.5,109.635,109.39,109.595,161
2019/12/19,109.555,109.7,109.17,109.375,58
2019/12/20,109.39,109.535,109.25,109.49,111
2019/12/23,109.405,109.55,109.34,109.4,
2019/12/24,109.415,109.44,109.325,109.405,116
2019/12/25,109.375,109.425,109.345,109.365,354
2019/12/26,109.37,109.695,109.36,109.68,1706
2019/12/27,109.59,109.6,109.38,109.44,115
2019/12/30,109.52,109.52,108.755,108.9,
2019/12/31,108.89,108.895,108.46,108.67,
2020/01/02,108.715,108.88,108.2,108.56,
2020/01/03,108.57,108.645,107.83,108.11,68
2020/01/06,107.93,108.51,107.765,108.36,67
2020/01/07,108.375,108.64,108.25,108.475,60
2020/01/08,108.485,109.26,107.64,109.13,213
2020/01/09,109.095,109.595,109,109.54,64
2020/01/10,109.48,109.7,109.425,109.505,
2020/01/13,109.56,109.96,109.5,109.96,61
2020/01/14,109.945,110.23,109.845,110.02,59
2020/01/15,110.005,110.005,109.78,109.925,218
2020/01/16,109.905,110.19,109.85,110.185,
2020/01/17,110.175,110.3,110.05,110.17,60
2020/01/20,110.15,110.23,110.1,110.195,59
2020/01/21,110.165,110.235,109.75,109.85,59
2020/01/22,109.88,110.11,109.83,109.865,165
2020/01/23,109.84,109.85,109.26,109.47,59
2020/01/24,109.53,109.66,109.16,109.3,59
2020/01/27,109.03,109.15,108.725,108.885,59
2020/01/28,108.925,109.205,108.75,109.175,58
2020/01/29,109.275,109.275,108.975,109.03,173
2020/01/30,109.03,109.075,108.57,108.95,59
2020/01/31,108.94,109.14,108.3,108.38,61
2020/02/03,108.455,108.81,108.31,108.68,61
2020/02/04,108.675,109.555,108.54,109.505,58
2020/02/05,109.475,109.86,109.29,109.85,164
2020/02/06,109.815,110.015,109.77,109.975,115
2020/02/07,110.005,110.03,109.53,109.785,60
2020/02/10,109.725,109.87,109.555,109.785,
2020/02/11,109.785,109.98,109.725,109.8,61
2020/02/12,109.78,110.15,109.78,110.095,229
2020/02/13,110.07,110.1,109.605,109.84,
2020/02/14,109.815,109.92,109.705,109.795,61
2020/02/17,109.825,109.97,109.72,109.91,61
2020/02/18,109.875,109.96,109.65,109.895,59
2020/02/19,109.84,111.605,109.84,111.335,233
2020/02/20,111.29,112.225,111.1,112.12,60
2020/02/21,112.075,112.2,111.465,111.58,
2020/02/24,111.5,111.695,110.33,110.71,62
