date, open, high, low, closing, swap
2022/11/28,139.315,139.44,137.48,138.92,158
2022/11/29,138.89,139.365,137.865,138.665,152
2022/11/30,138.695,139.91,137.635,138.075,459
2022/12/01,138.13,138.135,135.2,135.305,152
2022/12/02,135.34,136,133.605,134.3,153
2022/12/05,134.475,136.87,134.12,136.805,151
2022/12/06,136.765,137.445,135.95,137.065,151
2022/12/07,137.025,137.875,136.2,136.63,454
2022/12/08,136.6,137.25,136.225,136.7,151
2022/12/09,136.62,136.9,135.6,136.67,151
2022/12/12,136.59,137.86,136.445,137.645,150
2022/12/13,137.605,137.995,134.635,135.6,172
2022/12/14,135.53,136.005,134.445,135.46,506
2022/12/15,135.42,138.19,135.235,137.815,172
2022/12/16,137.775,137.815,136.285,136.71,174
2022/12/19,136.115,137.17,135.745,136.94,174
2022/12/20,136.91,137.49,130.555,131.715,171
2022/12/21,131.77,132.535,131.48,132.42,672
2022/12/22,132.41,132.72,131.635,132.325,
2022/12/23,132.4,133.155,132.155,132.89,187
2022/12/26,132.925,132.935,132.315,132.65,185
2022/12/27,132.945,133.61,132.63,133.505,197
2022/12/28,133.405,134.515,133.385,134.475,1186
2022/12/29,134.34,134.41,132.875,133.03,200
2022/12/30,133.055,133.115,130.77,131.275,
2023/01/03,130.84,131.43,129.49,131.03,175
2023/01/04,131.035,132.73,129.92,132.66,679
2023/01/05,132.445,134.065,131.69,133.42,173
2023/01/06,133.435,134.79,131.985,132.085,
2023/01/09,132.15,132.67,131.3,131.86,174
2023/01/10,131.93,132.47,131.385,132.22,174
2023/01/11,132.2,132.88,132.055,132.495,672
2023/01/12,132.42,132.495,128.85,129.33,
2023/01/13,129.345,129.445,127.445,127.865,166
2023/01/16,127.86,128.88,127.2,128.53,167
2023/01/17,128.44,129.17,127.99,128.15,167
2023/01/18,128.245,131.6,127.55,128.905,492
2023/01/19,128.79,128.855,127.75,128.445,166
2023/01/20,128.405,130.625,128.345,129.605,167
2023/01/23,129.67,130.9,129.035,130.705,167
2023/01/24,130.64,131.135,129.715,130.19,168
2023/01/25,130.22,130.6,129.275,129.565,496
2023/01/26,129.545,130.615,129.02,130.225,165
2023/01/27,130.2,130.275,129.49,129.9,175
2023/01/30,129.835,130.58,129.195,130.45,184
2023/01/31,130.39,130.55,129.75,130.11,176
2023/02/01,130.07,130.415,128.53,128.955,515
2023/02/02,128.975,129.15,128.075,128.74,173
2023/02/03,128.6,131.205,128.27,131.12,177
2023/02/06,131.995,132.9,131.49,132.63,176
2023/02/07,132.665,132.725,130.485,131.12,176
2023/02/08,131.1,131.55,130.59,131.435,525
2023/02/09,131.335,131.84,130.33,131.545,180
2023/02/10,131.44,131.9,129.78,131.39,180
2023/02/13,131.445,132.925,131.335,132.425,182
2023/02/14,132.465,133.325,131.415,133.07,178
2023/02/15,133.1,134.37,132.54,134.165,703
2023/02/16,134.005,134.56,133.595,133.965,
2023/02/17,134,135.12,133.935,134.175,180
2023/02/20,134.34,134.555,133.915,134.305,361
2023/02/21,134.29,135.245,134.135,135.035,538
2023/02/22,134.97,135.07,134.36,134.93,
2023/02/23,134.86,135.38,134.48,134.72,184
2023/02/24,134.725,136.53,134.04,136.43,213
2023/02/27,136.51,136.55,135.9,136.25,183
2023/02/28,136.23,136.925,135.74,136.21,185
2023/03/01,136.24,136.47,135.245,136.205,536
2023/03/02,136.14,137.105,136.01,136.735,183
2023/03/03,136.745,136.79,135.73,135.85,183
2023/03/06,136.04,136.2,135.365,135.965,181
2023/03/07,135.965,137.21,135.555,137.18,185
2023/03/08,137.135,137.91,136.465,137.37,543
2023/03/09,137.33,137.335,135.92,136.135,184
2023/03/10,136.155,137.325,134.095,134.845,199
2023/03/13,133.735,135.025,132.27,133.24,195
2023/03/14,133.255,134.975,133.035,134.225,191
2023/03/15,134.235,135.11,132.195,133.455,555
2023/03/16,133.35,133.81,131.705,133.77,377
2023/03/17,133.575,133.685,131.545,131.965,191
2023/03/20,131.855,132.65,130.525,131.35,
2023/03/21,131.28,132.65,131.025,132.495,188
2023/03/22,132.455,133.015,131,131.485,556
2023/03/23,131.46,131.67,130.32,130.885,188
